Uniprot ID,Gene Name,Log2 Ratio L/H NormalizedWTday01,Log2 Ratio L/H NormalizedWTday06,Log2 Ratio L/H NormalizedWTday12,Log2 Ratio L/H NormalizedWTday17,Log2 Ratio L/H NormalizedWTday22,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids)
P12844,myo-3,0.694297912,-0.057138304,-0.119156942,-0.282854909,-0.300299474,0,71.4,1969
P12845,myo-2,-0.081475982,-0.842295023,-0.9800253,-1.111699072,-1.177981556,0,74.1,1947
P15796;P15796-2,hil-2,-1.348402405,NA,NA,-0.643302088,-0.617674625,3.04E-54,39.8,191
P16356,ama-1,-0.497126915,-0.25592366,-0.258338011,0.03033927,-0.302523778,6.54E-235,21.5,1852
P17139-2;P17139,emb-9,NA,NA,NA,NA,NA,3.62E-09,1.9,1502
P17140;P17140-2,let-2,-0.220453786,-0.327227468,-0.454702328,0.400948868,0.48263359,3.56E-228,4.7,1758
P17221,fem-1,0.226932023,NA,NA,-0.389126227,NA,2.42E-24,5.9,656
P17330,gpd-3,-0.19496955,-0.361880627,-0.674731809,-0.938172856,-1.410286826,0,78.6,341
P17331,gpd-4,-0.790688643,0.523359091,0.51325474,0.420800539,0.785949819,0,80.4,341
P17343,gpb-1,-0.522557993,-0.453438561,-0.488720653,-0.341985747,-0.267475872,4.74E-101,16.5,340
P17511,mtl-1,NA,NA,NA,NA,NA,4.62E-42,41.3,75
P17512,mtl-2,NA,NA,NA,NA,NA,1.21E-52,20.6,63
P18334,kin-3,-0.123533772,-0.079019633,-0.001586092,0.191903311,0.211564852,4.00E-233,37.8,360
P18831;P18831-2,rol-8,-1.497637911,NA,NA,NA,NA,1.84E-18,21.9,329
P18833,col-8,NA,1.353284339,NA,NA,NA,1.34E-21,14.5,282
P18835,col-19,NA,NA,NA,NA,NA,2.23E-24,16.3,289
P18947,vit-4,-5.760939453,2.19060202,4.246436537,3.715315312,4.271266204,0,72.2,1603
P18948-2;P18948;P18948-3,vit-6,-5.74760223,-0.028427705,2.371982356,2.699653664,2.832590686,0,56.4,1650
P19626;P19625,mlc-2;mlc-1,0.025573479,-0.415758667,-0.189033824,-0.566474224,-0.528571319,4.13E-223,59.4,170
Q8MPS2;P19826;Q9BI31,deb-1,0.390396311,-0.375289709,-0.028852006,-0.260507478,-0.247806018,9.44E-301,29.6,999
P19974,cyc-2.1,0.053044613,-0.423954594,-0.356932568,-0.22428729,-0.419431022,3.88E-161,74.8,111
P20163,hsp-4,0.1114613,0.278058687,0.408626961,0.530447393,0.617034003,0,60.7,657
P20631;P20630,col-13;col-12,NA,NA,NA,-1.584962501,NA,1.05E-20,12.7,316
P20784,rol-6,NA,NA,NA,NA,NA,2.10E-05,3.7,348
P20792-2;P20792,daf-1,NA,NA,NA,NA,NA,2.70E-50,6.3,668
P21137-12;P21137-7;P21137-13;P21137-2;P21137-6;P21137-8;P21137;P21137-9;P21137-5;P21137-3;P21137-11;P21137-10;P21137-4,kin-1,0.020413609,-0.305562016,-0.371949104,-0.224040274,-0.451013243,3.62E-119,36.6,388
P22981,let-60,-0.008630305,-0.325386415,-0.539531071,-0.531967777,-0.390667686,2.83E-100,62,184
P23678;P23678-2,unc-104,-0.309059743,-0.29971356,-0.757535355,-0.623211368,-0.901185494,4.56E-51,8.6,1584
P24349,sdc-1,NA,NA,NA,NA,NA,8.62E-33,11.2,1201
P24887,nd1,-0.05338942,-0.349252032,-0.271903706,-0.76366652,-0.838185352,1.68E-60,5.2,291
P24890,ctb-1,-0.291367804,-0.531468799,-0.397693455,-1.036608829,-1.299244658,1.76E-103,8.1,370
P24892,nd4,-0.158466295,NA,NA,-1.294135481,NA,1.63E-52,4.6,409
P24893,cox-1,NA,NA,NA,-0.376623787,-0.35952117,1.21E-11,3,525
P24894,cox-2,NA,NA,NA,NA,NA,6.88E-23,14.3,231
P24895,nd3,NA,-0.635707964,NA,NA,NA,1.57E-05,11.7,111
P24896,nd5,-0.243669081,-0.468739698,-0.266276823,-0.9814143,-1.100372194,8.21E-28,9.9,527
P25807,cpr-1,1.157431414,0.613873324,1.125100761,-0.245373963,-1.554294143,6.79E-216,27.1,329
P27420,hsp-3,0.335043924,-0.268194823,-0.344942091,-0.492212122,-0.453122447,0,61.4,661
P27604,ahcy-1,0.351737055,-0.225151512,-1.410992287,-1.874442887,-2.142838178,0,69.1,437
P27639;P27639-2,inf-1,0.334643615,0.150336942,-0.038997979,0.098505545,0.066502897,0,65.9,402
P27798,crt-1,0.584630719,-0.348005741,-0.325731791,-0.652417657,-0.617956668,0,67.6,395
P28548;P28548-2,kin-10,NA,NA,NA,NA,NA,0.00025731,14.5,234
P29355,sem-5,-0.548831154,-0.023184369,0.199305068,0.10102551,1.44E-05,2.85E-82,54.4,228
P29691;G3MU53,eef-2,0.087733372,0.170605032,-0.118625514,-0.169027045,-0.133826527,0,58.2,852
P30429-2;P30429,ced-4,NA,NA,0.553659064,NA,0.574712583,6.03E-58,22.6,549
P30625;Q0MQ68;P30625-2,kin-2,-0.044044333,-0.352758525,-0.281905924,-0.217851097,-0.339935493,0,62,366
P30627,glb-1,-0.55758164,-0.114633549,0.519983105,0.255649429,0.083737387,1.32E-122,47.8,159
P30628-2;P30628-5;P30628-6;P30628-3;P30628-4;P30628,unc-32,-0.348912241,-0.263875733,-0.05088474,0.198940701,0.20896113,3.78E-158,24,883
P30629,ZK637.2,-0.024886999,-0.076422275,0.040304021,-0.071488106,-0.110496882,3.30E-88,80.4,143
P30630-2;P30630,lin-9,-1.295252823,-0.618144666,-0.345850517,NA,-0.16542962,2.67E-69,19.8,642
P30631,ZK637.14,NA,NA,NA,NA,NA,8.86E-08,8.7,161
P30632,asna-1,-0.086376168,0.069800107,0.129418276,0.364886433,0.222279415,1.68E-167,51.8,342
P30635,trxr-2,-0.055056793,-0.123931008,0.298548531,0.083080105,0.215831079,9.84E-74,23.5,503
P30636-2;P30636,tpk-1,NA,NA,NA,NA,NA,1.20E-05,6.1,228
P30638,ZK637.1,NA,NA,NA,NA,NA,5.30E-06,3.7,520
P30639,tag-256,-0.723514876,-0.088548697,0.619603008,0.679965964,0.736052177,1.26E-30,17.4,599
P30640,R08D7.1,-0.126708602,NA,-0.364124147,NA,0.105333546,5.04E-26,14.8,458
P30641,R08D7.2,-0.115299644,0.914684128,0.191343118,0.361991057,-0.002594517,3.27E-39,31.9,455
P30642,eif-3.D,0.243676929,0.061224923,-0.01948843,0.090756845,0.244821851,4.01E-299,40.9,570
P30643,R08D7.4,NA,NA,NA,0.187329278,NA,8.84E-13,10,371
P30644,R08D7.5,NA,NA,NA,NA,NA,1.25E-09,26.4,148
P30646,R08D7.7,NA,NA,NA,NA,NA,4.85E-12,6.7,522
P30651,ZK643.5,0.571686061,-0.660563586,NA,-0.376734905,NA,3.36E-38,20.3,487
P31161,sod-2,-0.414243799,-0.144568518,0.309877955,0.54614006,0.590158335,3.91E-250,65.6,221
P32085,tbp-1,NA,NA,NA,NA,NA,7.85E-10,5,340
P32740,R107.2,0.188808493,0.218665468,0.110760111,0.224199326,0.102155512,1.54E-93,34.9,307
P32742-2;P32742-3;Q5FC85;P32742,ikke-1,NA,0.097995903,0.455395919,0.582360784,NA,4.63E-75,22.3,754
P32743-2;P32743,R107.5,NA,NA,NA,-0.420401554,NA,7.76E-08,10.7,272
P32744,cls-2,-0.236094579,-0.141432791,0.015199228,0.088561511,0.113223565,8.82E-283,49.8,1020
P32756,cha-1,-0.067225673,-0.606347467,2.123874046,3.421468921,NA,1.38E-22,6.5,627
P34183-2;P34183,hrs-1,-0.123003954,0.193700692,0.176805002,0.604454554,0.647377052,0,46.2,520
P34212,arl-5,-0.193582525,-0.094641454,2.287008111,2.445126321,2.155148389,3.93E-09,30.3,178
P34213,rab-6.1,-0.105946212,-0.001441974,-0.113433803,0.319333578,0.213671293,1.35E-94,45.4,205
P34254,B0303.2,0.602306545,-0.369382725,NA,-1.1295468,-0.032383005,2.53E-10,12.5,273
P34255,B0303.3,-0.698307394,-0.498761466,0.307340704,0.395643962,0.246669311,0,54.9,448
P34259,sdz-1,NA,NA,NA,NA,NA,7.84E-15,12.1,239
P34260,vps-33.1,-0.845991771,-0.136847604,0.135205699,0.027175028,-0.039278795,5.64E-59,24.4,603
P34261,B0303.11/B0303.12,NA,0.812054935,0.850532506,NA,NA,2.81E-49,6.8,903
P34263,B0303.14,NA,-0.867580222,NA,NA,-0.328262029,6.82E-11,18.2,407
P34264,mrpl-11,0.797563471,NA,NA,-0.332622014,NA,2.00E-33,47.7,195
P34266,pgl-2,NA,NA,NA,-0.073408955,0.567403984,4.27E-37,7.7,532
P34268;REV__Q18969,fli-1,0.129970715,-0.306378911,-0.220701417,-0.018634174,-0.393526032,7.03E-76,16.1,1257
P34271,cup-4,-0.639510023,0.074456241,0.486185884,0.594682871,-0.418135964,5.49E-26,16.4,433
P34274,,-0.648281355,-0.400647221,-0.325040955,0.0195213,0.156418077,8.33E-49,40.6,281
P34276-2;P34276,C02D5.2,NA,NA,NA,NA,NA,1.45E-07,11.4,263
P34278,knl-1,-0.652050466,-0.912113305,0.133337271,0.178012292,0.260843174,4.51E-118,25.7,1010
P34280,C02F5.3,0.164609458,0.199238812,0.016234761,-0.25592366,0.027101524,3.22E-88,45.1,366
P34281,cids-1,-0.775514153,-0.244399991,-0.238909117,-0.046560906,-0.270708334,3.76E-88,44.8,315
P34284-2;P34284,C02F5.7,-0.632082049,NA,NA,NA,NA,7.96E-10,9.1,461
P34285,tsp-1,NA,NA,NA,NA,NA,4.02E-35,7.8,244
P34286,pbs-6,-0.410015403,0.18150934,0.128944925,0.52172189,0.672565561,8.64E-28,26.7,258
P34288-2;P34288,pac-1,0.191030164,NA,NA,NA,NA,2.67E-18,4.4,1604
P34303,C06E1.8,NA,NA,NA,NA,NA,0.00024608,1.8,397
P34304,C06E1.9,-0.262433158,0.587446073,0.229619157,0.338524009,0.169047028,1.00E-109,26.1,643
P34305,rha-2,0.428857171,-0.084608575,-0.453965265,-0.047538389,-0.80834386,1.39E-31,10.4,1148
P34308;P34308-4,clp-1,-0.210638228,-0.433173124,-0.207643013,-0.274052884,-0.243303487,3.29E-198,24.6,780
P34308-2;P34308-3,clp-1,NA,-0.237318966,NA,NA,NA,6.72E-213,24.6,737
P34313,C07A9.2,-0.208142647,-0.256527627,-0.354677829,-0.026020971,NA,4.98E-97,74.1,147
P34317,ugt-60,0.758013419,0.189351252,-0.421155961,-0.67644796,-0.602361857,1.82E-92,14.8,507
P34318;P34318-2,set-3,NA,NA,NA,NA,NA,8.45E-25,9.9,465
P34325-2;P34325,C08C3.4,NA,NA,NA,NA,NA,7.13E-12,21.8,248
P34328,hsp-12.2,-0.002882509,-0.729965997,NA,NA,NA,1.16E-77,88.2,110
P34329,C14B9.2,0.398075332,-0.948152272,-1.370889631,-1.338053531,-1.232537969,1.21E-281,51.6,618
P34331-2;P34331,plk-1,-2.035447961,0.383040129,0.700567763,0.839725169,0.726519917,8.28E-118,39.4,648
P34333;P34333-3;P34333-2,gei-8,NA,NA,NA,-0.680324357,NA,4.27E-34,3.7,1780
P34334,rpl-21,0.180348164,0.127904099,-0.057138304,-0.107152199,-0.173639164,0,87.6,161
P34335,C14B9.8,-0.58004898,0.373364623,-0.095856924,-0.083383588,0.158574283,4.97E-55,9.8,1226
P34339,egl-45,-0.02474519,0.061209871,0.031960872,0.121219737,0.091386893,0,47.2,1076
P34340,col-90,1.383792886,NA,NA,NA,NA,3.21E-178,24.9,305
P34341,kle-2,NA,-0.45048546,-0.086512047,0.320179887,0.417521071,1.60E-112,22.8,821
P34342-2;P34342,ran-2,-0.299010149,0.072968285,0.093324863,0.29805179,0.355940693,0,43.3,926
P34343,npp-15,-1.011066201,-0.065572312,0.016876874,0.077391099,0.158719219,1.45E-291,30.2,1127
P34344;P34344-2,tag-250,0.411867056,0.545066101,NA,-0.370833848,-0.33433944,7.55E-49,15.9,610
P34345,gsto-1,-0.048933645,-0.562083643,NA,NA,NA,1.83E-12,8.4,250
P34346,let-754,0.387638064,0.088806977,-0.043624477,-0.161823203,-0.270110276,2.52E-252,66.9,251
P34349,C30A5.3,-0.337425664,NA,-0.353097411,NA,-0.108892402,2.45E-76,25.1,223
P34355,C48B4.1,0.076462856,-1.221629652,-0.915559143,-1.603834019,-2.426130544,3.77E-269,28.5,659
P34358-2,ced-7,-0.52656966,-0.170437869,0.25833887,0.686847041,0.314696706,1.28E-114,12.8,1689
P34360,C48B4.6,NA,NA,NA,NA,NA,7.76E-06,11.4,176
P34369,prp-8,-0.525567789,-0.330787836,-0.225151512,-0.090988888,-0.110764122,0,34,2329
P34370,cil-1,NA,NA,NA,NA,0.199189123,7.85E-10,8,398
P34378,mrpl-18,0.496223863,-0.106616329,-0.045303168,-0.210887549,-0.178236585,3.58E-39,42.4,170
P34382;G1K0V6,far-1,-0.51530876,-0.320080262,0.657217718,1.903090497,2.208761038,9.96E-212,67,182
P34383,far-2,-0.867263911,0.450163284,0.950452869,1.627226161,1.96572793,0,75.3,182
P34384,F02A9.4,0.689055005,0.337284064,NA,-0.190425227,-0.200880954,2.88E-226,45.9,394
P34385,F02A9.4,-0.007482576,-0.06502077,0.140857357,-0.042224074,-0.140647793,0,44.2,608
P34387,crn-7,0.131376443,NA,NA,NA,NA,3.33E-12,11.4,367
P34388,mrps-9,0.645322171,-0.350044566,-0.319502329,-0.026870865,-0.172615522,2.15E-168,34.9,392
P34391,col-91,2.452451461,NA,NA,NA,NA,5.62E-07,5,278
P34392,F09G8.7,NA,NA,NA,NA,NA,3.45E-20,19,100
P34393,clec-160,-0.53913399,NA,NA,0.057706959,NA,5.37E-15,9.2,639
P34397,F10E9.3,NA,NA,NA,NA,NA,0.00026441,5.5,362
P34398,F10E9.4,-1.262012135,NA,NA,NA,NA,3.96E-09,13.4,262
P34399,F10E9.5,NA,NA,NA,NA,NA,1.90E-20,27.1,199
P34400-2;P34400-1;P34400,mig-10,NA,NA,NA,NA,NA,5.38E-13,7.1,650
P34402,sas-4,NA,NA,NA,NA,NA,7.07E-07,4.2,808
P34413,dpy-19,NA,NA,NA,NA,NA,4.16E-09,5.1,683
P34415,F42H10.2,NA,NA,NA,NA,NA,1.28E-06,12.2,115
P34416,F42H10.3,0.058668286,0.28498525,0.110074834,0.156643201,0.084502045,1.54E-60,40.3,335
P34418,F42H10.5,NA,NA,NA,NA,NA,2.45E-12,1.8,943
P34419,F42H10.6,-0.412076939,-0.536351358,-0.211884402,-0.157819839,-0.690014739,8.79E-111,71.6,169
P34420-2;P34420,ess-2,NA,NA,NA,NA,NA,1.01E-14,10.4,529
P34422-2;P34422-3;P34422,dpf-6,NA,NA,NA,NA,NA,1.63E-35,7,511
P34423,F44B9.2,0.147266015,0.029794232,-0.184470737,-0.545573056,-0.833173463,2.82E-102,22.5,503
P34424-2;P34424,cit-1.2,NA,NA,NA,NA,NA,1.76E-19,7.9,381
P34426,F44B9.5,0.268625571,-0.220949004,-0.375956902,-0.74691466,-0.837135914,1.74E-100,29.5,390
P34427,lin-36,-1.020768865,-1.283269894,-1.00913215,-0.740366343,-0.840120773,1.20E-62,12.1,962
P34428,pqn-38,-0.434241233,-0.429642743,0.117192639,-0.211386062,-0.072586047,1.93E-28,18.2,466
P34429,F44B9.8,-1.723252735,0.083187084,0.400777437,0.61102801,0.656535324,4.66E-134,52.4,368
P34431,retr-1,-0.640713465,1.316132902,0.783042336,-0.674731809,-0.752834209,1.33E-162,36.2,517
P34433,F44E2.3,NA,NA,-0.693765712,NA,NA,1.89E-10,14.8,244
P34434,F44E2.4,0.119369324,-2.689545181,-0.612305313,-1.86852874,-1.877273089,2.42E-183,16.8,1283
P34436;Q1W0S5,F44E2.6,-0.503552276,-0.02672925,0.234753822,-0.32964029,0.04862109,3.93E-52,59.9,152
P34437-2;P34437-3;P34437-4;P34437,F44E2.7,NA,NA,NA,NA,NA,8.48E-08,6.3,379
P34438,F44E2.8,-0.002882509,0.544287455,0.705876285,0.620977975,0.514758674,1.72E-75,43.4,242
P34439,F54C8.1,1.319333578,NA,NA,NA,NA,5.09E-29,23.8,298
P34441;G5EF06,emb-30,-0.608241513,-0.037874166,0.300377301,0.070966521,-0.287590496,3.76E-136,23,1027
P34442;E1B6R1,F54C8.4,NA,NA,NA,NA,NA,6.69E-14,13.1,359
P34443,rheb-1,NA,NA,NA,NA,-0.46665322,7.31E-11,14,207
P34444;D1MN60;D1MN61,F54C8.6,-1.260085892,NA,-0.901880564,-1.360757558,-1.126113854,2.33E-09,10.2,265
P34446,pat-2,-0.040541794,-0.30626224,-0.108491003,-0.183962835,-0.064606975,7.19E-211,28.9,1226
P34447,F54F2.2/F54F2.3/F54F2.4,-1.403649481,NA,-0.937419727,-0.40206725,-0.407733431,7.27E-53,7.4,867
P34453,prx-19,0.188940052,-0.252536767,-0.250961574,-0.434561512,-0.341074883,2.89E-299,62.8,282
P34454,F54F2.9,0.60763861,0.385544564,NA,NA,NA,5.35E-80,36.5,299
P34455;P34455-3;P34455-2,aco-2,-0.504366151,-0.208891775,0.167523111,0.052311404,-0.073271836,0,64,777
P34460,eef-1B.1,0.125132229,0.160604705,0.083309356,0.044166462,0.052520854,4.59E-253,49.8,213
P34461-1;P34461;G5ECR5,sod-4,-1.716815347,-0.44763209,0.641266173,1.711984063,2.325973307,1.22E-188,42.6,176
P34462,vha-14,-0.032524066,-0.156137698,-0.06377903,-0.158207748,-0.42878559,6.17E-242,56.4,257
P34466,clu-1,0.705288098,0.101474309,-0.185359135,-0.330787836,-0.562572145,0,44.7,1247
P34470;P34440,hcp-3,NA,NA,NA,NA,NA,3.67E-29,15.6,288
P34471;G3MTW9;Q9TZ34,pri-1,-1.365524577,-0.169796756,0.209695037,0.573574209,0.613034586,1.54E-78,50.2,410
P34475,tbg-1,-1.127038912,-0.753861221,0.093371037,0.327185466,0.35732615,1.02E-89,20,444
P34476,rpac-19,0.46827171,-0.093424959,-0.389676937,-0.522457558,-0.550802184,6.83E-92,61.8,144
P34477,ubc-7,-0.428249611,0.023768358,0.050293261,0.426140778,0.293358943,7.82E-63,60.4,164
P34478,gei-13,NA,NA,NA,NA,NA,2.23E-20,2.7,691
P34479,F59B2.2,-0.344828497,-0.192951618,0.313512919,0.273482636,0.467074668,1.12E-15,6.3,460
P34480,F59B2.3,-0.19105724,-0.436375082,0.13058654,0.773146251,0.212266657,2.35E-284,42.1,418
P34481;P34481-2,rpn-6.2,2.658811228,NA,NA,NA,NA,2.64E-07,7.9,416
P34487,F59B2.12,NA,NA,NA,NA,NA,7.92E-90,14.6,918
P34491,K01B6.3,NA,NA,NA,NA,NA,0.00025191,3.7,410
P34492;P34492-2,K02D10.1,-0.195851509,-0.266036894,0.139124581,0.031783882,0.006216965,6.64E-234,39,526
P34496,mtss-1,0.463330355,-0.165043649,0.162880237,0.061812085,0.232006282,1.94E-53,58.8,170
P34497,gln-2,NA,NA,NA,NA,NA,2.69E-19,16.3,367
P34498,mog-1,-0.374844741,-0.411317768,-0.401739675,-0.370275897,-0.175556536,2.85E-67,16.7,1131
Q7JMS9;P34499,ttr-3,-1.320542442,-0.09044698,1.965220842,2.425772519,2.471848799,1.32E-86,87.2,125
P34500,ttr-2,-3.92969633,-1.101381142,1.670107171,2.628519198,3.311005068,0,78.4,148
P34501,K03H1.5,-0.925771607,NA,-1.025454096,-1.071282149,NA,1.15E-44,7.9,1385
P34502,ttr-1,NA,-0.392757034,0.526181923,1.018468793,0.905980182,1.10E-82,38.5,156
P34504-2;P34504-1;P34504,K04H4.2,0.524043536,-1.554588852,NA,NA,NA,5.39E-22,5.7,628
P34508-2;P34508,crn-6,NA,NA,NA,NA,NA,1.75E-05,8,373
P34511,vms-1,-0.301002256,0.356457775,0.180462605,0.313459134,0.293606485,7.36E-102,25.2,618
P34512,grp-1,-0.588612707,-0.80240004,-0.225891862,-0.016068369,0.14886464,1.65E-120,47.8,393
P34514,apc-2,-0.621993232,0.073575429,0.399273529,0.412116596,NA,1.37E-40,20,731
P34519;Q9BKQ2,K11H3.3,-0.301119353,0.244565446,-0.032947164,-0.540126488,-0.706994616,1.15E-181,49.7,312
P34523,K12H4.2,NA,NA,NA,NA,NA,7.61E-17,21.6,190
P34524,K12H4.3,0.507295644,-0.20451637,-0.414785006,-0.685446835,-0.727092709,3.19E-63,36.6,352
P34525,K12H4.4,-0.122473941,-0.269033146,0.184883684,0.225986801,0.207544411,1.05E-151,50.6,180
P34528-2;P34528,K12H4.7,1.647151098,0.514202242,-1.202825161,-1.57080292,-1.471499642,0,35.7,473
P34529,dcr-1,-0.643671513,-0.021621858,0.124943431,0.439676338,0.405279484,0,32.2,1845
P34531-2;P34531,M01A8.2,NA,NA,NA,NA,NA,4.02E-14,3.9,869
P34534,R05D3.12,NA,NA,1.326479757,0.635091445,NA,4.19E-32,9.8,1054
P34537-2;P34537,rfp-1,-0.511063157,-0.332507446,-0.248777694,-0.138290234,-0.013640911,2.01E-219,46.8,834
P34540;E9P841,unc-116,-0.155878733,-0.12551886,-0.055612157,0.19450942,0.335262321,0,60.2,815
P34542,R05D3.9/R05D3.10,0.353358061,0.188331691,0.532407491,0.473290133,0.009132248,8.15E-257,42,646
P34544,met-2,-1.258639521,-0.123666196,-0.153935011,0.070496813,0.086400147,7.33E-66,10.1,1316
P34546,vha-2,-0.200504353,-0.172615522,0.132989188,-0.120882733,-0.132247798,1.68E-39,32.9,161
P34547-2;P34547,usp-46,-0.55522718,NA,NA,NA,NA,1.87E-20,8.9,414
P34549;G3MTX4,R10E11.5,0.13882275,-0.536948088,-0.422017657,-1.449006639,NA,2.03E-97,19.6,444
P34552-3;P34552;P34552-2;P34552-4,alx-1,-0.753518965,-0.413377445,0.100638726,0.327022579,0.374823043,0,43.3,846
P34554;G1K0V7,T05G5.1,0.400625071,NA,NA,-0.533762671,NA,1.19E-33,12.2,411
P34556,cdk-1,-1.554392386,-0.019630756,0.442653633,0.520065857,0.483581358,2.99E-191,59.9,332
P34559,ech-6,0.70747737,0.223626453,-0.676086834,-1.432799099,-1.633245194,0,79.5,288
P34560,rmd-1,-3.833294924,0.937823013,0.901849979,0.7898356,0.790060099,1.87E-101,39.6,293
P34561;E5QCF9,vps-53,NA,NA,NA,NA,NA,4.11E-17,9.3,798
P34562;P34562-2,T05G5.9,0.276555024,-0.136585153,0.491327961,0.246652194,0.203800973,1.72E-120,20.9,660
P34567,T16H12.4,NA,NA,NA,NA,NA,1.00E-16,4.8,376
P34574,chc-1,-0.344828497,-0.099497201,-0.105678078,-0.154971988,-0.032100843,0,64.5,1681
P34575,cts-1,-0.135403531,-0.215740713,-0.155878733,-0.251931127,-0.249506021,0,53,468
P34576-2;P34576,mua-3,0.90630462,-0.324119326,-1.254896336,-1.016852849,-0.532366836,4.24E-203,13.9,3183
P34580,T26G10.1,0.790010208,-0.090311471,-0.064193062,-0.410449655,-0.488720653,7.80E-67,16.8,489
P34594,ZC262.2,-0.138552375,0.017504669,-0.177854025,-0.504976256,-0.306028869,3.11E-74,44.2,233
P34595-2;P34595,ZC262.3,-0.537743345,NA,0.548796802,0.086001951,NA,5.07E-56,13.1,624
P34599,mtx-2,-0.157561176,-0.291014101,-0.001009533,-0.12035194,-0.318345767,3.70E-44,26.1,230
P34600;G3MTW8,ZK1098.1,-0.126708602,-0.769263957,-0.736994448,-0.787516048,-0.373286274,8.48E-136,42,724
P34601,ZK1098.2,NA,-0.691176797,-0.562669826,-0.305095011,-0.228603232,2.09E-68,24,650
P34603,ZK1098.3,NA,NA,-0.058108649,-0.517426885,NA,3.65E-21,11.1,784
P34604,ZK1098.4,0.005014858,0.018074301,0.031547928,0.044716958,0.026881033,2.41E-36,28.9,305
P34605,ZK1098.5,-0.437227739,NA,NA,-0.020199923,NA,5.45E-13,13.3,181
P34607,mut-7,0.264131271,-0.292899515,0.017446258,0.326389306,0.275698986,8.66E-79,24.8,910
P34610,pcp-1,1.41035155,1.300093068,1.155405451,-0.252052275,-0.402285592,1.85E-115,14,565
P34611,ncl-1,-0.108223341,0.203169706,0.181820236,-0.177471364,-0.106750315,4.01E-142,24.8,851
P34617,ZK1236.1,0.108627478,-0.215367972,-0.067225673,-0.236706902,-0.208642109,1.07E-29,17.5,645
P34618,cec-1,-0.486971744,-1.310863584,-2.021444193,NA,-1.118891252,7.54E-99,48,304
P34619-2;P34619,sor-1,NA,-0.802730896,-0.752406071,NA,NA,2.33E-07,3.6,810
P34621,ZK1236.5,0.5239813,-0.037311931,NA,-0.177471364,-0.523461591,3.83E-47,27.7,148
P34623,ZK1236.7/C30C11.3,0.564328739,-0.137110008,0.131250029,-0.113567157,-0.321350901,9.80E-62,31.1,302
P34624-2;P34624,ZK353.1,NA,NA,NA,NA,NA,5.62E-06,4.5,355
P34629,lap-1,-0.515712452,0.216467913,-0.056444801,0.126753756,0.24588214,0,68,491
P34630,cutc-1,-0.38758312,-0.283092058,NA,-0.056583528,-0.151858817,1.05E-101,27.2,250
P34631,ubxn-4,0.295889413,-0.139338514,0.041818054,-0.155490198,-0.49865936,9.24E-192,26.2,469
P34636,dos-1,NA,NA,NA,NA,NA,5.73E-05,8.7,206
P34638,ZK507.6,NA,NA,NA,NA,NA,1.04E-10,7.6,485
P34640,ZK512.2,0.486064639,0.249753678,0.251710527,-0.41824393,-0.591200673,0,53.3,578
P34642,ZK512.4,0.686661261,-0.000721167,NA,0.835136506,NA,3.08E-71,71.1,76
P34643,ZK512.5,0.713544628,-0.328376934,-0.093154488,-0.120617361,-0.497126915,5.69E-110,17.5,1232
P34646,ZK512.8,NA,NA,NA,NA,NA,7.80E-18,29.2,171
P34647;P34647-2,mcm-6,-2.421479157,0.063469472,-0.038155201,0.273133915,0.441947929,0,49.1,810
P34648,ZK632.2,-0.695815692,0.017387849,0.002107874,0.21036255,0.843266859,7.67E-130,27.9,710
P34649,riok-3,0.094233221,-0.440633335,-0.229095661,-0.023184369,0.419333502,6.86E-173,35.1,510
P34650,ZK632.4,-0.601886645,-0.198116929,-0.58245966,-0.158724796,-0.112633417,0,65.4,416
P34651,ZK632.5,NA,NA,NA,NA,NA,7.30E-07,1.7,824
P34652,cnx-1,-0.126972856,-0.116231661,0.104883545,0.214474557,0.372169071,3.68E-162,37,619
P34653,ZK632.7,-0.70893764,-0.091665988,0.189828391,0.540085815,0.530551586,1.51E-148,31,632
P34654,ZK632.9,NA,NA,NA,NA,NA,1.36E-177,75.8,62
P34655,ZK632.10,NA,NA,NA,NA,NA,8.81E-36,31.2,80
P34656,ZK632.11,NA,NA,NA,NA,NA,1.71E-15,12.4,453
P34657,ZK632.12,NA,NA,0.279091178,0.614690458,0.925850829,1.09E-76,21.1,266
P34658;Q23556;O18238,ZK637.12,NA,NA,NA,NA,NA,9.41E-37,26.4,246
P34659,snr-5,-0.365692537,-0.082702589,0.127116094,0.103580886,0.192842947,7.09E-09,21.2,85
P34660,tomm-7,NA,NA,NA,NA,NA,7.87E-05,36.2,58
P34661,tag-277,0.159057458,-0.127104965,-0.20576784,-0.076422275,-0.069564695,3.10E-70,78.7,94
P34662,rpl-35,0.232226571,0.080118413,-0.116098552,-0.142870845,-0.196355243,1.29E-139,49.6,123
P34664;P34664-2,ZK652.6,NA,-0.052972275,NA,-0.044743821,0.072103546,7.09E-37,22.1,575
P34666,coq-5,0.050920825,0.041803203,0.042382512,-0.143524033,-0.090582476,7.02E-87,36.5,285
P34668,ZK686.2,0.54951454,-0.112766845,-0.306028869,-0.455649427,-0.621711977,2.02E-32,21.4,593
P34669,ZK686.3,-0.033229161,-0.277389699,-0.266756562,-0.009633819,-0.140124224,4.17E-63,24.8,331
P34670,ZK686.4,-0.231923873,-0.492519788,-0.758303177,-0.496206666,NA,1.03E-19,6.4,407
