Uniprot ID,Gene Name,Log2 Ratio L/H AgWTD01.1,Log2 Ratio L/H AgWTD01.2,Log2 Ratio L/H AgWTD01.3,Log2 Ratio L/H AgWTD01.4,Log2 Ratio L/H AgWTD12.1,Log2 Ratio L/H AgWTD12.2,Log2 Ratio L/H AgWTD12.3,Log2 Ratio L/H AgWTD12.4,log abs.LFQ AgWTD01.1,log abs.LFQ AgWTD01.2,log abs.LFQ AgWTD01.3,log abs.LFQ AgWTD01.4,log abs.LFQ AgWTD12.1,log abs.LFQ AgWTD12.2,log abs.LFQ AgWTD12.3,log abs.LFQ AgWTD12.4,Posterior Error Probability,Sequence Coverage (%),Sequence Length (Amino Acids),log abs.LFQ AgWTD01.1 Corrected,log abs.LFQ AgWTD01.2 Corrected,log abs.LFQ AgWTD01.3 Corrected,log abs.LFQ AgWTD01.4 Corrected,log abs.LFQ AgWTD12.1 Corrected,log abs.LFQ AgWTD12.2 Corrected,log abs.LFQ AgWTD12.3 Corrected,log abs.LFQ AgWTD12.4 Corrected
G5EGA2;G5EDA8;G5EF70,,1.106094211,0.480095832,0.581065279,0.533409421,0.345252856,0.017446258,0.584565814,0.386355199,5.922253029,5.694701698,5.034427905,4.337099696,5.588854111,5.757069426,4.671367259,4.886400473,7.66E-175,35.4,618,5.527314771,5.394689243,5.352393689,5.039273821,5.201015268,5.256245407,4.930294782,5.151469404
G5EDB2;G5EGK0,tag-172,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.18E-70,9.1,887,NA,NA,NA,NA,NA,NA,NA,NA
G5EDB3,bus-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.83E-10,8.2,340,NA,NA,NA,NA,NA,NA,NA,NA
G5EDB6;G5EGR7,ppgn-1,NA,0.873212117,NA,NA,NA,NA,NA,0.274651467,4.396809373,5.103221992,4.429865279,3.570531265,4.417587932,4.58689098,4.104282207,4.241894972,1.22E-85,19.7,747,4.001871114,4.803209537,4.747831062,4.27270539,4.029749089,4.08606696,4.363209729,4.506963903
G5EDB7;Q8I4E0;Q8I4D9,unc-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.61462306,NA,NA,NA,NA,NA,5.283708189,6.52E-97,42.7,508,NA,4.314610605,NA,NA,NA,NA,NA,5.548777121
G5EDC6,arl-8,NA,NA,NA,NA,NA,1.030943473,NA,NA,4.890532792,NA,NA,NA,NA,5.88793784,NA,5.262878055,1.26E-173,73.5,185,4.495594534,NA,NA,NA,NA,5.387113821,NA,5.527946986
G5EDC9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.32E-40,28.8,160,NA,NA,NA,NA,NA,NA,NA,NA
G5EFM4;G5EDD3;G5ECG5,vab-10,0.182998975,-0.076969476,0.246635077,0.063017269,0.09511133,0.34192108,0.750251285,0.809220811,6.010639117,5.866009538,5.245857992,4.88798843,6.311308746,6.439553733,5.303196057,5.279119169,0,34.7,4944,5.615700859,5.565997083,5.563823776,5.590162554,5.923469902,5.938729714,5.56212358,5.5441881
G5EDD4,tba-4,1.267010176,NA,NA,NA,0.646247634,0.525081192,NA,NA,5.966146428,5.620490012,NA,NA,5.78862082,5.536444804,4.636748595,NA,1.12E-288,35,448,5.57120817,5.320477557,NA,NA,5.400781977,5.035620785,4.895676118,NA
G5EDD8,skr-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.105101245,NA,5.149896207,NA,NA,1.77E-57,36.8,174,NA,NA,NA,5.807275369,NA,4.649072188,NA,NA
G5EDE2,hpl-2,-1.371837617,-2.221938932,0.073742438,-0.489029064,0.30921641,0.4568011,-0.421371433,0.612924262,5.968006364,6.001820217,5.032256026,4.871275132,6.12923861,6.180871052,5.22227415,5.333023858,1.42E-70,49.7,175,5.573068106,5.701807762,5.35022181,5.573449256,5.741399767,5.680047032,5.481201672,5.598092789
G5EDE4,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.96E-50,12,584,NA,NA,NA,NA,NA,NA,NA,NA
G5EDE7;Q8WSN6,tpxl-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.277311179,4.403172015,NA,9.49E-33,21.7,507,NA,NA,NA,NA,NA,5.77648716,4.662099538,NA
G5EDE8,ile-1,NA,NA,NA,NA,0.85854105,NA,NA,NA,5.400330722,NA,4.667004417,4.987362331,5.524045429,NA,NA,4.808879124,7.66E-192,32.7,492,5.005392464,NA,4.984970201,5.689536456,5.136206585,NA,NA,5.073948055
G5EDE9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00075939,1.6,611,NA,NA,NA,NA,NA,NA,NA,NA
Q8WQG6;Q8I4J0;Q65ZI6;Q4TTA5;Q4TTA4;Q20345;G5EF55;G5EDF2,nspc-7;nspc-10;nspc-1;nspc-3;nspc-4;nspc-9;nspc-14;nspc-5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.61E-51,28.7,101,NA,NA,NA,NA,NA,NA,NA,NA
G5EDF5,tufm-2,NA,-1.020413303,-1.11189934,NA,0.673071544,0.403007628,0.453754976,NA,4.960532611,5.233884109,5.264038226,NA,6.070296518,6.116342039,5.545554507,5.037944155,4.57E-86,30.8,439,4.565594353,4.933871654,5.58200401,NA,5.682457675,5.61551802,5.804482029,5.303013087
G5EDF7,sek-1,NA,NA,NA,-1.155554961,0.560408775,NA,NA,1.430120094,3.829406705,4.133379212,NA,5.687511125,5.200330565,4.940471659,4.153723424,4.794543811,1.03E-64,43.8,336,3.434468446,3.833366757,NA,6.38968525,4.812491722,4.439647639,4.412650947,5.059612743
G5EDF9,pgp-2,-0.648925559,NA,NA,NA,1.98279071,1.656671777,2.007289568,2.04447888,4.249589658,NA,NA,NA,5.728735144,5.494112833,4.559415822,4.881669908,0,34.7,1272,3.8546514,NA,NA,NA,5.340896301,4.993288814,4.818343345,5.146738839
G5EDG2,M03C11.8,-1.019986512,-1.444349024,NA,NA,0.633523906,0.496020383,0.630237609,0.633367246,4.855331345,4.990565268,3.014310481,NA,5.836577275,5.868209338,5.017909396,4.653897194,6.62E-196,40.5,989,4.460393087,4.690552813,3.332276265,NA,5.448738431,5.367385319,5.276836918,4.918966126
G5EDG6;Q95Y22,col-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.12E-21,9.7,299,NA,NA,NA,NA,NA,NA,NA,NA
G5EDG8,fmo-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.07E-98,27.3,568,NA,NA,NA,NA,NA,NA,NA,NA
G5EDG9,hex-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,6.42E-33,16.8,591,NA,NA,NA,NA,NA,NA,NA,NA
G5EDH1;B2MZD0,vha-7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.97E-260,20.5,966,NA,NA,NA,NA,NA,NA,NA,NA
G5EDH2,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00069489,1.9,736,NA,NA,NA,NA,NA,NA,NA,NA
G5EDH7,anat-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.99E-89,56.1,230,NA,NA,NA,NA,NA,NA,NA,NA
G5EDH9;G5EGB8,lea-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,70.4,1126,NA,NA,NA,NA,NA,NA,NA,NA
G5EDI1;Q0G832,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.952787601,NA,NA,NA,1.24E-62,17.8,746,NA,NA,NA,NA,4.564948758,NA,NA,NA
G5EDI3,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.86E-07,12,242,NA,NA,NA,NA,NA,NA,NA,NA
G5EDI8,drh-1,-0.729705026,-1.173319354,NA,NA,1.001905615,0.553299118,NA,1.234125836,4.436941451,5.129818744,NA,NA,5.598067905,5.795003596,4.253338005,4.429380791,1.90E-104,25.3,1037,4.042003193,4.829806289,NA,NA,5.210229061,5.294179577,4.512265528,4.694449723
G5EDJ1;Q565B7,slo-2,NA,NA,NA,NA,0.673922915,NA,NA,NA,3.34212647,NA,NA,NA,5.071476968,4.802780565,NA,3.679364292,2.44E-47,10,1107,2.947188212,NA,NA,NA,4.683638124,4.301956545,NA,3.944433224
G5EDJ3,ent-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.69E-17,9.9,445,NA,NA,NA,NA,NA,NA,NA,NA
G5EDJ6;D7SFQ6;D7SFQ5,dnj-25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.121461354,NA,NA,NA,6.87E-35,18.9,784,NA,NA,NA,NA,4.73362251,NA,NA,NA
G5EDJ7,,-0.78307943,0.463827709,-0.07956585,0.418060706,1.828536944,1.383567018,1.528240258,1.808285761,5.434664694,5.814174319,4.71615365,3.930714765,6.10934227,6.531542779,5.104282207,5.425843855,2.73E-135,31,675,5.039726436,5.514161864,5.034119434,4.632888889,5.721503426,6.03071876,5.363209729,5.690912786
G5EDK1,asc-1,0.442359548,0.185802347,0.399425752,0.492240873,0.634733,0.307644224,0.504652763,0.705429241,6.115011071,6.026574118,5.768504907,5.483273408,6.16181704,6.289299029,5.826022944,5.310034469,3.25E-101,25.2,425,5.720072813,5.726561663,6.086470691,6.185447532,5.773978197,5.78847501,6.084950466,5.575103401
G5EDL3,air-1,-1.781065898,-2.248079368,-2.455938695,-2.569952797,0.797588548,0.409795624,0.820030418,0.624243224,5.790264047,5.70756166,5.193013227,4.923710194,7.076021142,7.281578735,6.493095407,6.42855592,2.86E-136,48.2,326,5.395325789,5.407549205,5.51097901,5.625884319,6.688182298,6.780754716,6.752022929,6.693624852
G5EDL4;G5EDV8,,NA,-1.301763217,NA,-0.463622457,1.097424701,0.886139507,1.165304963,NA,4.685329635,5.134432125,NA,4.565387317,6.298001111,6.28573729,5.479128838,5.196894347,1.00E-88,20,591,4.290391377,4.83441967,NA,5.267561441,5.910162268,5.784913271,5.738056361,5.461963279
G5EDL7;G5EFB9,rilp-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.563374279,4.758215252,NA,NA,5.364813556,4.694306793,2.92E-13,11.5,410,NA,NA,4.881340062,5.460389377,NA,NA,5.623741078,4.959375725
G5EFP2;G5EDL9,,0.713875874,0.390831311,0.360934578,0.522965164,0.451070231,0.432435083,0.522301952,0.43932417,7.721588054,7.714262682,7.382809222,7.005523693,7.785365431,7.836229143,7.276346896,7.222117929,8.82E-41,22.2,423,7.326649796,7.414250227,7.700775006,7.707697817,7.397526588,7.335405124,7.535274418,7.48718686
G5EDM4,nrfl-1,0.25732112,0.28438773,0.633479145,0.752388395,1.061420617,0.92768836,0.809827655,1.092586282,6.261738547,6.121329998,5.675915755,5.414873115,6.814087703,6.561196822,5.55589214,5.824353665,0,67,467,5.866800289,5.821317543,5.993881539,6.117047239,6.42624886,6.060372803,5.814819662,6.089422596
G5EDM5,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.38E-39,20.2,372,NA,NA,NA,NA,NA,NA,NA,NA
G5EDN3,tim-1,NA,NA,NA,NA,NA,0.926947581,NA,NA,NA,3.400779677,NA,NA,4.232157188,4.542800538,NA,NA,8.27E-54,14.9,1353,NA,3.100767221,NA,NA,3.844318345,4.041976519,NA,NA
G5EDN6,cnb-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.33E-49,35.1,171,NA,NA,NA,NA,NA,NA,NA,NA
G5EDP0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.956878862,4.17E-157,29.2,445,NA,NA,NA,NA,NA,NA,NA,4.221947794
G5EDP2,daf-22,-0.48357074,-1.041733611,-0.99095486,NA,1.391834201,1.057962249,1.111788637,1.517213659,5.869472276,5.30451207,4.689033452,4.369531256,6.78421062,6.618800919,5.346039857,5.687395174,1.65E-219,45.6,412,5.474534018,5.004499614,5.006999236,5.07170538,6.396371776,6.117976899,5.604967379,5.952464106
G5EDP3,tre-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.28E-47,9.3,635,NA,NA,NA,NA,NA,NA,NA,NA
G5EDP6,fmo-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.53E-32,17.1,533,NA,NA,NA,NA,NA,NA,NA,NA
G5EDP9,aap-1,NA,-1.388520203,NA,NA,0.789212174,0.624332177,NA,0.554739441,3.59601398,4.44770056,NA,3.952443705,5.632720421,5.643945913,NA,5.094016681,8.49E-17,16.1,522,3.201075722,4.147688105,NA,4.65461783,5.244881578,5.143121893,NA,5.359085613
G5EDQ0;Q22833,clh-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.41E-55,14.9,902,NA,NA,NA,NA,NA,NA,NA,NA
G5EDQ2,hmg-12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,63.5,315,NA,NA,NA,NA,NA,NA,NA,NA
G5EDQ4;G5EDV5;G5EF89;G5EGA4,cle-1,-1.766043843,-1.963548106,-1.922958964,-2.186500558,0.441751961,0.462475307,0.605178584,0.521618333,6.740133637,6.512510964,5.93015915,5.484314078,7.787510065,7.73926372,6.991739835,6.911130964,3.94E-238,16,650,6.345195379,6.212498509,6.248124934,6.186488203,7.399671221,7.2384397,7.250667357,7.176199896
G5EDQ7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.64E-19,16.2,117,NA,NA,NA,NA,NA,NA,NA,NA
G5EDR3,sur-6,NA,NA,NA,NA,1.059074037,0.418561977,NA,NA,4.670013796,NA,NA,NA,5.851307281,5.834280791,NA,NA,9.84E-193,36.2,495,4.275075538,NA,NA,NA,5.463468437,5.333456772,NA,NA
G5EDR5,fut-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.37E-34,20.1,433,NA,NA,NA,NA,NA,NA,NA,NA
G5EDS2,pod-1,-0.267356012,-0.658737042,-0.786094468,-0.337654011,0.809018587,1.006072079,1.264131271,0.89298175,6.424538637,6.154728207,5.143233455,5.112336836,6.74551199,6.701110137,5.832138327,5.672531935,0,33,1057,6.029600379,5.854715752,5.461199238,5.81451096,6.357673147,6.200286118,6.091065849,5.937600867
G5EDS8,exos-7,NA,NA,NA,NA,0.463768018,0.509347726,NA,NA,5.24703988,4.874441228,4.593485442,4.405824282,5.890555143,5.862691782,5.042142183,4.708208375,3.90E-55,37.5,312,4.852101622,4.574428772,4.911451226,5.107998407,5.5027163,5.361867763,5.301069705,4.973277307
G5EDT1,lin-35,-0.925163932,-1.134615244,NA,NA,0.89365168,0.602043743,NA,NA,4.778556403,4.484157424,NA,NA,5.100473936,5.229195324,4.095029797,4.0493731,1.50E-55,19.1,961,4.383618145,4.184144969,NA,NA,4.712635093,4.728371305,4.353957319,4.314442032
G5EEP7;G5EDT4,,-0.059216817,NA,NA,NA,0.482129711,0.630505598,NA,NA,5.610915555,4.735367321,NA,NA,5.535040813,5.688917907,NA,4.709363256,2.74E-126,13.2,915,5.215977297,4.435354866,NA,NA,5.14720197,5.188093888,NA,4.974432188
G5EDT9,,NA,-0.681314323,NA,NA,0.757696276,0.547910678,0.686405853,0.613255259,NA,4.208495102,4.041471641,3.41575771,4.911684836,4.918957729,4.147026715,4.139060079,2.67E-253,15.1,2944,NA,3.908482647,4.359437424,4.117931835,4.523845993,4.41813371,4.405954237,4.40412901
G5EDU0,oat-1,0.261603962,NA,NA,NA,NA,0.381423032,NA,NA,5.340701839,4.181185934,NA,NA,NA,5.841397016,NA,NA,1.43E-09,8.6,526,4.945763581,3.881173479,NA,NA,NA,5.340572997,NA,NA
G5EFK9;G5EDU1;G5EC26,pmr-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90E-44,8.9,901,NA,NA,NA,NA,NA,NA,NA,NA
G5EDU3,pld-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.14E-116,16.7,1427,NA,NA,NA,NA,NA,NA,NA,NA
G5EDU4,eor-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.41E-05,1.5,909,NA,NA,NA,NA,NA,NA,NA,NA
G5EDU8;Q8WT44,cyk-3,NA,NA,-1.024390606,NA,-0.949422875,0.706229313,NA,NA,4.52258767,NA,4.134878045,NA,5.300073495,5.421669724,4.736627533,NA,1.59E-135,17.9,1175,4.127649412,NA,4.452843829,NA,4.912234652,4.920845705,4.995555056,NA
G5EDV0,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,39.9,884,NA,NA,NA,NA,NA,NA,NA,NA
Q95Y45;G5EDV1,lin-17,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.00077483,4.5,556,NA,NA,NA,NA,NA,NA,NA,NA
G5EDV3,cey-4,-0.743385708,-1.15924166,-1.247562997,-0.916170875,0.769255924,0.345564459,0.627582745,0.468072134,6.818113675,6.58548329,6.256405018,6.203304916,7.294047161,7.294157481,6.596586101,6.819063314,0,53.1,294,6.423175417,6.285470835,6.574370802,6.905479041,6.906208318,6.793333461,6.855513623,7.084132245
G5EDV7,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.414639147,NA,NA,7.89E-142,48.2,222,NA,NA,NA,NA,NA,4.913815127,NA,NA
G5EDW0;G5EBW4;G5EE99,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.90E-11,17.4,270,NA,NA,NA,NA,NA,NA,NA,NA
G5EDW1,adbp-1,NA,NA,NA,NA,NA,NA,NA,NA,4.833153489,4.832700471,NA,NA,NA,5.182785442,NA,NA,2.51E-24,46.1,217,4.438215231,4.532688016,NA,NA,NA,4.681961423,NA,NA
G5EDW5,adm-2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2.15E-08,3.6,952,NA,NA,NA,NA,NA,NA,NA,NA
G5EDW7,lin-8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.440657244,NA,NA,NA,8.42E-29,18.7,386,NA,NA,NA,NA,5.052818401,NA,NA,NA
G5EDW8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.189827063,NA,4.605477437,NA,1.15E-71,25,400,NA,NA,NA,NA,4.80198822,NA,4.864404959,NA
G5EDW9,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.75E-60,10.3,910,NA,NA,NA,NA,NA,NA,NA,NA
G5EDX9,fbxa-101,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.44E-48,8.2,342,NA,NA,NA,NA,NA,NA,NA,NA
G5EDY0,piki-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.859480552,NA,NA,NA,NA,2.45E-26,5.7,1607,NA,NA,NA,4.561654677,NA,NA,NA,NA
G5EDY1;G5EGQ8,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.22E-36,7.7,1406,NA,NA,NA,NA,NA,NA,NA,NA
G5EDY2,wars-1,-0.933346019,-1.128755306,-1.185612862,-1.03273563,0.541554997,0.581108444,0.40545145,0.720493046,6.288025535,6.20723031,6.064981822,4.92642477,7.009620841,6.950579028,6.205853695,6.074450719,0,83.9,417,5.893087277,5.907217855,6.382947605,5.628598894,6.621781997,6.449755008,6.464781218,6.339519651
G5EDY3,skr-7,NA,NA,NA,NA,NA,0.81995401,NA,1.675074216,4.651723713,4.851172705,NA,NA,5.197252983,6.244252374,5.120738406,5.549003262,2.87E-46,43.3,194,4.256785454,4.55116025,NA,NA,4.809414139,5.743428355,5.379665928,5.814072194
G5EDY8;Q8WQC9,drp-1,-0.533563348,-0.734395309,-0.718175283,-0.811964175,1.135078949,0.737831471,0.513090021,0.528073819,5.894775596,6.006466042,5.452154586,5.088773767,6.773823,6.55565057,5.743313739,5.803532223,3.62E-266,38.9,705,5.499837337,5.706453587,5.770120369,5.790947892,6.385984157,6.054826551,6.002241261,6.068601155
G5EDZ0,,0.234736845,0.062083164,NA,NA,-0.054223347,NA,NA,NA,5.387087139,4.75466171,NA,NA,5.465070404,5.143701629,NA,NA,4.05E-148,11.7,905,4.992148881,4.454649255,NA,NA,5.07723156,4.64287761,NA,NA
G5EDZ2,umps-1,NA,NA,NA,NA,0.247474037,NA,NA,NA,5.019573202,NA,NA,NA,5.522809253,5.520221436,NA,NA,0,70.4,497,4.624634944,NA,NA,NA,5.134970409,5.019397417,NA,NA
O62305-6;O62305-7;O62305-8;G5EDZ5;O62305;O62305-4;O62305-5;O62305-9;O62305-11;O62305-10;O62305-3,unc-43,1.233209807,0.582079992,NA,NA,1.146914555,0.655466888,NA,NA,5.607648,5.121527016,4.271469859,4.328644585,5.390511198,5.140979163,NA,NA,0,44.2,518,5.212709742,4.821514561,4.589435642,5.030818709,5.002672355,4.640155144,NA,NA
G5EDZ7,cdr-4,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.596256123,NA,NA,4.748226802,4.802322098,NA,NA,2.73E-75,42.2,277,NA,4.296243668,NA,NA,4.360387958,4.301498079,NA,NA
G5EDZ9,cpi-1,-1.206330648,NA,NA,NA,NA,NA,NA,NA,5.496417598,NA,NA,NA,6.129109586,NA,NA,NA,6.63E-208,53.2,139,5.10147934,NA,NA,NA,5.741270743,NA,NA,NA
G5EE01,daf-18,-1.251507027,-1.04383442,-1.795434491,NA,0.969395538,1.000577193,0.78739331,1.16291254,5.174350597,4.895969214,4.234314768,3.718775631,5.810393836,6.155427139,5.421521666,5.169498095,2.79E-201,31.5,962,4.779412339,4.595956759,4.552280552,4.420949756,5.422554992,5.654603119,5.680449189,5.434567026
G5EE04,hip-1,-1.926265154,-1.807519792,-1.427230701,-1.860168253,1.132862633,1.158848063,1.017563082,1.051907549,6.377488383,6.386284887,5.241122937,5.248267604,7.411249219,7.290457564,6.451049198,6.432552425,0,59,422,5.982550125,6.086272432,5.55908872,5.950441728,7.023410376,6.789633545,6.70997672,6.697621356
G5EE09;Q8I4B4;Q9U1P4;B3GWC3,ccr-4,-1.422233001,-1.312026157,NA,NA,0.954640909,0.86422875,NA,NA,5.279347492,4.884727412,3.984576816,NA,6.08174325,6.020609853,4.608665071,4.773157213,1.57E-97,33.7,606,4.884409234,4.584714957,4.302542599,NA,5.693904406,5.519785834,4.867592593,5.038226144
G5EE11,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.29E-91,56.8,280,NA,NA,NA,NA,NA,NA,NA,NA
G5EE12,cash-1,-0.042644337,-0.731704603,NA,NA,0.991025554,0.078396101,NA,NA,4.916127447,4.642335895,NA,NA,5.994198332,5.527707216,NA,NA,1.11E-129,18.4,678,4.521189189,4.342323439,NA,NA,5.606359489,5.026883197,NA,NA
G5EE13,ptr-23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.65E-69,12.7,983,NA,NA,NA,NA,NA,NA,NA,NA
G5EE14;G5ED40,cua-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1.10E-123,18.5,1238,NA,NA,NA,NA,NA,NA,NA,NA
G5EE16,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.27E-82,19.9,996,NA,NA,NA,NA,NA,NA,NA,NA
G5EE25;Q9BL96,,NA,NA,NA,NA,NA,0.044776484,NA,NA,3.923901699,3.656107789,NA,NA,4.938599772,4.665740422,3.928267798,NA,2.75E-09,3.6,949,3.528963441,3.356095334,NA,NA,4.550760929,4.164916403,4.187195321,NA
Q49HI3;Q14DX2;G5EE26;Q49HI2;Q8T3B2;A8WFN4,tom-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,7.57E-42,6.8,1124,NA,NA,NA,NA,NA,NA,NA,NA
G5EGD0;G5EE32,,0.819139244,0.461541299,0.802033988,NA,1.100607788,0.624109803,0.689334146,0.408397171,5.389325592,4.882439151,4.088100635,NA,5.477902282,5.454311188,4.660799096,4.438858659,0,28.8,3393,4.994387334,4.582426695,4.406066418,NA,5.090063438,4.953487169,4.919726618,4.703927591
G5EE34;Q9XV94,,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.72E-28,18.9,222,NA,NA,NA,NA,NA,NA,NA,NA
G5EE36,hsp-12.6,NA,-0.49865936,NA,NA,NA,-0.305562016,NA,NA,5.008642748,5.534356146,NA,NA,NA,5.608739919,NA,NA,3.32E-27,70.9,110,4.613704489,5.234343691,NA,NA,NA,5.1079159,NA,NA
G5EE37,icp-1,NA,NA,NA,NA,0.871865001,NA,NA,0.938818281,NA,NA,NA,NA,5.361878869,4.731854578,4.421274791,4.469439079,3.68E-186,26.2,622,NA,NA,NA,NA,4.974040025,4.231030559,4.680202313,4.734508011
G5EE40,srp-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.42E-144,27.9,366,NA,NA,NA,NA,NA,NA,NA,NA
G5EE41,cuc-1,NA,NA,NA,NA,NA,NA,NA,NA,5.649325121,NA,NA,NA,NA,NA,NA,NA,3.51E-106,72.5,69,5.254386863,NA,NA,NA,NA,NA,NA,NA
G5EE42,,NA,NA,NA,NA,NA,0.702796842,NA,NA,4.755829138,4.9464277,NA,NA,5.175627764,6.221831377,5.625991149,5.888387321,3.21E-91,66,100,4.36089088,4.646415245,NA,NA,4.787788921,5.721007358,5.884918671,6.153456253
G5EE46,,0.099850009,0.628697639,NA,NA,0.966376136,0.123858326,NA,0.103332893,5.821736186,5.43858981,NA,NA,6.01321654,5.601766744,4.17860289,4.425436395,0,77,487,5.426797928,5.138577355,NA,NA,5.625377696,5.100942724,4.437530413,4.690505327
G5EE48,ttr-50,-3.158918642,NA,NA,NA,1.301265889,1.061571169,NA,NA,6.468229139,5.425680917,4.587520148,NA,7.57294127,7.270818533,5.050379756,4.998891135,2.92E-24,14.1,213,6.073290881,5.125668462,4.905485931,NA,7.185102426,6.769994514,5.309307278,5.263960066
G5EE53,rrf-3,NA,NA,NA,NA,NA,NA,NA,NA,NA,3.757912016,NA,NA,4.242118854,NA,NA,NA,4.02E-14,4.4,1765,NA,3.457899561,NA,NA,3.85428001,NA,NA,NA
G5EE55;G5EFP7;G5EC64,nrfl-1,NA,NA,NA,NA,NA,NA,NA,NA,NA,4.522496398,NA,NA,5.551120492,5.638619027,NA,NA,5.41E-303,71.2,423,NA,4.222483943,NA,NA,5.163281649,5.137795007,NA,NA
